machine_id,timestamp,temperature,vibration,pressure
COMPRESSOR_D,2026-02-24 16:06:12,64.2,2.277,4.15
PUMP_A,2026-02-24 16:06:14,85.41,3.655,2.66
PUMP_B,2026-02-24 16:06:14,65.87,2.127,4.48
MOTOR_C,2026-02-24 16:06:14,63.91,1.964,4.27
COMPRESSOR_D,2026-02-24 16:06:14,64.03,2.372,3.78
PUMP_A,2026-02-24 16:06:16,83.74,3.686,2.46
PUMP_B,2026-02-24 16:06:16,63.12,1.88,3.87
MOTOR_C,2026-02-24 16:06:16,69.12,1.467,3.75
COMPRESSOR_D,2026-02-24 16:06:16,66.39,1.6,3.84
PUMP_A,2026-02-24 16:06:18,84.51,3.967,2.82
PUMP_B,2026-02-24 16:06:18,62.76,2.387,4.71
MOTOR_C,2026-02-24 16:06:18,72.3,1.359,4.17
COMPRESSOR_D,2026-02-24 16:06:18,67.25,1.093,3.93
PUMP_A,2026-02-24 16:06:20,85.51,3.615,2.75
PUMP_B,2026-02-24 16:06:20,70.3,2.331,4.2
MOTOR_C,2026-02-24 16:06:20,64.67,2.0,4.3
COMPRESSOR_D,2026-02-24 16:06:20,70.17,2.201,4.78
PUMP_A,2026-02-24 16:06:22,86.42,3.438,2.07
PUMP_B,2026-02-24 16:06:22,73.37,2.033,3.95
MOTOR_C,2026-02-24 16:06:22,65.63,1.408,3.93
COMPRESSOR_D,2026-02-24 16:06:22,63.78,2.052,4.15
PUMP_A,2026-02-24 16:06:24,89.69,4.079,2.91
PUMP_B,2026-02-24 16:06:24,70.13,1.014,4.67
MOTOR_C,2026-02-24 16:06:24,72.68,1.165,3.77
COMPRESSOR_D,2026-02-24 16:06:24,64.66,1.813,3.87
PUMP_A,2026-02-24 16:06:26,84.18,3.624,2.75
PUMP_B,2026-02-24 16:06:26,64.71,2.09,3.98
MOTOR_C,2026-02-24 16:06:26,67.76,1.788,3.88
COMPRESSOR_D,2026-02-24 16:06:26,65.99,1.008,3.87
PUMP_A,2026-02-24 16:06:28,93.48,3.896,2.73
PUMP_B,2026-02-24 16:06:28,71.67,2.231,4.57
MOTOR_C,2026-02-24 16:06:28,67.29,1.422,4.37
COMPRESSOR_D,2026-02-24 16:06:28,67.14,2.136,3.87
PUMP_A,2026-02-24 16:06:30,88.34,3.956,2.98
PUMP_B,2026-02-24 16:06:30,65.2,1.861,3.66
MOTOR_C,2026-02-24 16:06:30,73.65,2.388,3.7
COMPRESSOR_D,2026-02-24 16:06:30,69.22,1.921,4.28
PUMP_A,2026-02-24 16:06:32,86.28,3.445,2.14
PUMP_B,2026-02-24 16:06:32,64.86,2.108,3.99
MOTOR_C,2026-02-24 16:06:32,71.83,1.461,4.34
COMPRESSOR_D,2026-02-24 16:06:32,63.88,1.827,3.86
PUMP_A,2026-02-24 16:06:34,82.11,3.432,2.51
PUMP_B,2026-02-24 16:06:34,63.82,1.137,4.06
MOTOR_C,2026-02-24 16:06:34,70.78,1.783,4.37
COMPRESSOR_D,2026-02-24 16:06:34,66.48,2.014,3.8
PUMP_A,2026-02-24 16:06:36,92.13,3.943,2.58
PUMP_B,2026-02-24 16:06:36,73.13,1.921,4.66
MOTOR_C,2026-02-24 16:06:36,72.35,1.074,4.07
COMPRESSOR_D,2026-02-24 16:06:36,64.03,1.246,3.83
PUMP_A,2026-02-24 16:06:38,82.16,3.573,2.76
PUMP_B,2026-02-24 16:06:38,74.0,2.307,4.65
MOTOR_C,2026-02-24 16:06:38,68.21,2.002,4.13
COMPRESSOR_D,2026-02-24 16:06:38,69.25,2.181,4.38
PUMP_A,2026-02-24 16:06:40,83.83,3.663,2.19
PUMP_B,2026-02-24 16:06:40,68.02,1.645,3.79
MOTOR_C,2026-02-24 16:06:40,68.44,2.31,4.08
COMPRESSOR_D,2026-02-24 16:06:40,65.85,1.802,3.81
PUMP_A,2026-02-24 16:06:42,83.75,3.265,2.28
PUMP_B,2026-02-24 16:06:42,72.16,1.969,4.28
MOTOR_C,2026-02-24 16:06:42,66.22,1.153,4.25
COMPRESSOR_D,2026-02-24 16:06:42,66.02,1.489,4.41
PUMP_A,2026-02-24 16:06:44,86.12,4.437,2.61
PUMP_B,2026-02-24 16:06:44,67.13,2.114,4.65
MOTOR_C,2026-02-24 16:06:44,69.52,1.279,3.89
COMPRESSOR_D,2026-02-24 16:06:44,70.48,1.799,3.71
PUMP_A,2026-02-24 16:06:46,86.43,3.783,2.44
PUMP_B,2026-02-24 16:06:46,73.59,1.673,3.8
MOTOR_C,2026-02-24 16:06:46,66.69,2.216,3.79
COMPRESSOR_D,2026-02-24 16:06:46,72.04,1.289,4.76
PUMP_A,2026-02-24 16:06:48,82.09,3.6,2.71
PUMP_B,2026-02-24 16:06:48,70.71,2.277,3.85
MOTOR_C,2026-02-24 16:06:48,67.59,2.075,4.19
COMPRESSOR_D,2026-02-24 16:06:48,67.76,2.287,4.06
PUMP_A,2026-02-24 16:06:50,91.01,4.372,2.05
PUMP_B,2026-02-24 16:06:50,72.45,2.119,3.81
MOTOR_C,2026-02-24 16:06:50,68.14,2.075,4.25
COMPRESSOR_D,2026-02-24 16:06:50,64.49,2.311,4.17
PUMP_A,2026-02-24 16:06:52,91.07,4.489,2.58
PUMP_B,2026-02-24 16:06:52,69.55,2.285,4.17
MOTOR_C,2026-02-24 16:06:52,72.1,1.069,3.81
COMPRESSOR_D,2026-02-24 16:06:52,63.11,1.111,4.21
PUMP_A,2026-02-24 16:06:54,92.43,4.613,2.54
PUMP_B,2026-02-24 16:06:54,67.7,1.116,3.96
MOTOR_C,2026-02-24 16:06:54,63.56,1.919,3.7
COMPRESSOR_D,2026-02-24 16:06:54,62.82,1.958,4.16
PUMP_A,2026-02-24 16:06:56,91.5,4.482,2.85
PUMP_B,2026-02-24 16:06:56,67.62,1.826,3.99
MOTOR_C,2026-02-24 16:06:56,70.04,1.363,4.19
COMPRESSOR_D,2026-02-24 16:06:56,62.0,2.322,4.64
PUMP_A,2026-02-24 16:06:58,90.68,3.381,2.97
PUMP_B,2026-02-24 16:06:58,71.94,1.764,4.6
MOTOR_C,2026-02-24 16:06:58,65.17,1.188,4.64
COMPRESSOR_D,2026-02-24 16:06:58,67.78,2.258,4.05
PUMP_A,2026-02-24 16:07:00,86.12,3.561,2.25
PUMP_B,2026-02-24 16:07:00,70.95,1.836,4.52
MOTOR_C,2026-02-24 16:07:00,68.3,2.258,3.83
COMPRESSOR_D,2026-02-24 16:07:00,70.64,1.108,3.93
PUMP_A,2026-02-24 16:07:02,90.41,3.948,2.4
PUMP_B,2026-02-24 16:07:02,62.74,1.729,3.79
MOTOR_C,2026-02-24 16:07:02,62.75,1.426,3.91
COMPRESSOR_D,2026-02-24 16:07:02,68.94,1.212,4.08
PUMP_A,2026-02-24 16:07:04,84.91,3.76,2.42
PUMP_B,2026-02-24 16:07:04,62.85,1.711,3.62
MOTOR_C,2026-02-24 16:07:04,69.76,1.844,3.92
COMPRESSOR_D,2026-02-24 16:07:04,62.67,2.16,4.23
PUMP_A,2026-02-24 16:07:06,82.78,4.263,2.84
PUMP_B,2026-02-24 16:07:06,73.92,1.219,3.85
MOTOR_C,2026-02-24 16:07:06,69.68,1.033,4.0
COMPRESSOR_D,2026-02-24 16:07:06,68.38,1.77,4.25
PUMP_A,2026-02-24 16:07:08,83.8,4.269,2.25
PUMP_B,2026-02-24 16:07:08,63.76,2.115,3.9
MOTOR_C,2026-02-24 16:07:08,70.64,1.523,3.63
COMPRESSOR_D,2026-02-24 16:07:08,73.64,1.874,4.0
PUMP_A,2026-02-24 16:07:10,88.27,3.364,2.38
PUMP_B,2026-02-24 16:07:10,65.51,1.07,3.71
MOTOR_C,2026-02-24 16:07:10,71.32,1.063,4.25
COMPRESSOR_D,2026-02-24 16:07:10,70.32,2.072,4.32
PUMP_A,2026-02-24 16:07:12,85.38,4.427,2.7
PUMP_B,2026-02-24 16:07:12,69.35,1.652,3.71
MOTOR_C,2026-02-24 16:07:12,69.71,1.811,3.7
COMPRESSOR_D,2026-02-24 16:07:12,73.98,1.42,3.95
PUMP_A,2026-02-24 16:07:14,82.27,4.444,2.45
PUMP_B,2026-02-24 16:07:14,66.92,1.827,4.34
MOTOR_C,2026-02-24 16:07:14,68.56,2.143,3.93
COMPRESSOR_D,2026-02-24 16:07:14,68.91,2.343,4.04
PUMP_A,2026-02-24 16:07:16,94.97,4.325,2.47
PUMP_B,2026-02-24 16:07:16,63.93,1.716,3.76
MOTOR_C,2026-02-24 16:07:16,71.05,1.732,3.93
COMPRESSOR_D,2026-02-24 16:07:16,68.49,1.492,4.61
PUMP_A,2026-02-24 16:07:18,86.58,3.875,2.37
PUMP_B,2026-02-24 16:07:18,68.38,1.149,4.32
MOTOR_C,2026-02-24 16:07:18,63.09,2.272,4.32
COMPRESSOR_D,2026-02-24 16:07:18,65.26,1.16,4.47
PUMP_A,2026-02-24 16:07:20,94.24,4.556,2.81
PUMP_B,2026-02-24 16:07:20,63.18,1.747,4.67
MOTOR_C,2026-02-24 16:07:20,70.18,1.503,4.02
COMPRESSOR_D,2026-02-24 16:07:20,73.3,2.082,4.22
PUMP_A,2026-02-24 16:07:22,89.65,4.506,3.0
PUMP_B,2026-02-24 16:07:22,62.16,1.874,3.97
MOTOR_C,2026-02-24 16:07:22,62.04,2.076,4.65
COMPRESSOR_D,2026-02-24 16:07:22,72.0,1.654,4.61
PUMP_A,2026-02-24 16:07:24,94.84,4.012,2.4
PUMP_B,2026-02-24 16:07:24,73.22,1.209,3.99
MOTOR_C,2026-02-24 16:07:24,72.19,1.6,4.58
COMPRESSOR_D,2026-02-24 16:07:24,71.2,2.021,4.23
PUMP_A,2026-02-24 16:07:26,86.93,3.499,2.31
PUMP_B,2026-02-24 16:07:26,73.07,1.923,4.44
MOTOR_C,2026-02-24 16:07:26,70.45,1.261,3.61
COMPRESSOR_D,2026-02-24 16:07:26,67.37,1.732,4.12
PUMP_A,2026-02-24 16:07:28,82.53,3.225,2.4
PUMP_B,2026-02-24 16:07:28,67.35,1.554,4.19
MOTOR_C,2026-02-24 16:07:28,62.03,2.338,3.87
COMPRESSOR_D,2026-02-24 16:07:28,72.93,1.903,3.67
PUMP_A,2026-02-24 16:07:30,92.79,4.456,2.38
PUMP_B,2026-02-24 16:07:30,72.43,2.191,3.8
MOTOR_C,2026-02-24 16:07:30,71.06,1.696,4.72
COMPRESSOR_D,2026-02-24 16:07:30,69.33,2.007,4.69
PUMP_A,2026-02-24 16:07:32,88.55,4.534,2.35
PUMP_B,2026-02-24 16:07:32,65.22,1.776,4.76
MOTOR_C,2026-02-24 16:07:32,62.87,1.288,4.02
COMPRESSOR_D,2026-02-24 16:07:32,65.04,1.623,3.73
PUMP_A,2026-02-24 16:07:34,94.6,3.512,2.93
PUMP_B,2026-02-24 16:07:34,73.89,1.298,3.79
MOTOR_C,2026-02-24 16:07:34,70.97,1.834,4.72
COMPRESSOR_D,2026-02-24 16:07:34,73.27,1.238,4.64
PUMP_A,2026-02-24 16:07:36,88.52,4.017,2.92
PUMP_B,2026-02-24 16:07:36,66.95,2.138,4.17
MOTOR_C,2026-02-24 16:07:36,64.48,2.304,3.78
COMPRESSOR_D,2026-02-24 16:07:36,69.75,1.583,3.9
PUMP_A,2026-02-24 16:07:38,86.17,4.359,2.72
PUMP_B,2026-02-24 16:07:38,70.81,2.248,4.2
MOTOR_C,2026-02-24 16:07:38,62.84,1.866,4.21
COMPRESSOR_D,2026-02-24 16:07:38,72.85,1.03,3.88
PUMP_A,2026-02-24 16:07:40,93.58,3.471,2.59
PUMP_B,2026-02-24 16:07:40,72.54,2.363,3.67
MOTOR_C,2026-02-24 16:07:40,69.57,1.981,4.66
COMPRESSOR_D,2026-02-24 16:07:40,69.76,2.397,4.23
PUMP_A,2026-02-24 16:07:42,92.67,3.679,2.81
PUMP_B,2026-02-24 16:07:42,63.12,2.028,4.16
MOTOR_C,2026-02-24 16:07:42,71.84,2.145,4.46
COMPRESSOR_D,2026-02-24 16:07:42,68.76,2.314,4.29
PUMP_A,2026-02-24 16:07:44,85.83,4.455,2.21
PUMP_B,2026-02-24 16:07:44,69.99,1.388,4.6
MOTOR_C,2026-02-24 16:07:44,73.75,1.702,4.37
COMPRESSOR_D,2026-02-24 16:07:44,66.98,2.071,4.42
PUMP_A,2026-02-24 16:07:46,87.33,3.853,2.51
PUMP_B,2026-02-24 16:07:46,69.76,1.384,4.05
MOTOR_C,2026-02-24 16:07:46,73.95,1.629,4.48
COMPRESSOR_D,2026-02-24 16:07:46,72.54,2.097,3.69
PUMP_A,2026-02-24 16:07:48,94.41,3.512,2.52
PUMP_B,2026-02-24 16:07:48,67.34,1.194,4.09
MOTOR_C,2026-02-24 16:07:48,64.03,2.048,3.67
COMPRESSOR_D,2026-02-24 16:07:48,66.58,1.134,3.64
PUMP_A,2026-02-24 16:07:50,89.29,3.446,2.04
PUMP_B,2026-02-24 16:07:50,63.49,1.044,4.28
MOTOR_C,2026-02-24 16:07:50,62.35,1.483,4.12
COMPRESSOR_D,2026-02-24 16:07:50,64.93,1.626,3.92
PUMP_A,2026-02-24 16:07:52,88.49,3.26,2.33
PUMP_B,2026-02-24 16:07:52,62.64,1.012,3.9
MOTOR_C,2026-02-24 16:07:52,73.93,2.304,3.75
COMPRESSOR_D,2026-02-24 16:07:52,70.65,2.313,4.37
PUMP_A,2026-02-24 16:07:54,83.74,4.073,2.83
PUMP_B,2026-02-24 16:07:54,63.28,1.907,4.74
MOTOR_C,2026-02-24 16:07:54,71.73,1.978,4.77
COMPRESSOR_D,2026-02-24 16:07:54,71.41,1.932,3.65
PUMP_A,2026-02-24 16:07:56,91.81,4.005,2.72
PUMP_B,2026-02-24 16:07:56,62.07,2.001,4.0
MOTOR_C,2026-02-24 16:07:56,73.57,2.264,4.43
COMPRESSOR_D,2026-02-24 16:07:56,64.26,2.263,4.31
PUMP_A,2026-02-24 16:07:58,93.88,3.224,2.37
PUMP_B,2026-02-24 16:07:58,66.88,1.524,4.49
MOTOR_C,2026-02-24 16:07:58,72.35,1.021,3.74
COMPRESSOR_D,2026-02-24 16:07:58,64.04,1.087,4.4
PUMP_A,2026-02-24 16:08:00,93.14,4.399,2.83
PUMP_B,2026-02-24 16:08:00,67.18,2.096,4.33
MOTOR_C,2026-02-24 16:08:00,73.73,2.367,4.63
COMPRESSOR_D,2026-02-24 16:08:00,71.69,2.311,4.23
PUMP_A,2026-02-24 16:08:02,82.7,4.119,2.28
PUMP_B,2026-02-24 16:08:02,66.97,1.467,3.96
MOTOR_C,2026-02-24 16:08:02,68.69,2.238,4.35
COMPRESSOR_D,2026-02-24 16:08:02,65.18,2.325,4.18
PUMP_A,2026-02-24 16:08:04,88.44,3.494,2.12
PUMP_B,2026-02-24 16:08:04,66.13,1.495,4.79
MOTOR_C,2026-02-24 16:08:04,67.24,1.075,3.9
COMPRESSOR_D,2026-02-24 16:08:04,71.4,1.874,3.78
PUMP_A,2026-02-24 16:08:06,87.09,3.485,2.47
PUMP_B,2026-02-24 16:08:06,62.66,2.304,4.59
MOTOR_C,2026-02-24 16:08:06,67.55,1.591,3.97
COMPRESSOR_D,2026-02-24 16:08:06,66.23,2.287,4.09
PUMP_A,2026-02-24 16:08:08,92.59,3.69,2.1
PUMP_B,2026-02-24 16:08:08,71.35,1.673,3.87
MOTOR_C,2026-02-24 16:08:08,65.45,1.316,4.0
COMPRESSOR_D,2026-02-24 16:08:08,68.03,1.69,3.84
PUMP_A,2026-02-24 16:08:10,94.63,4.775,2.03
PUMP_B,2026-02-24 16:08:10,71.06,1.796,4.72
MOTOR_C,2026-02-24 16:08:10,62.83,2.315,4.52
COMPRESSOR_D,2026-02-24 16:08:10,71.74,1.891,4.7
PUMP_A,2026-02-24 16:08:12,89.01,4.579,2.31
PUMP_B,2026-02-24 16:08:12,64.89,2.288,4.78
MOTOR_C,2026-02-24 16:08:12,63.43,2.354,4.67
COMPRESSOR_D,2026-02-24 16:08:12,68.06,1.061,3.9
PUMP_A,2026-02-24 16:08:14,83.62,3.308,2.1
PUMP_B,2026-02-24 16:08:14,69.61,1.824,4.14
MOTOR_C,2026-02-24 16:08:14,70.02,1.077,4.64
COMPRESSOR_D,2026-02-24 16:08:14,68.4,1.898,4.54
PUMP_A,2026-02-24 16:08:16,85.43,3.451,2.71
PUMP_B,2026-02-24 16:08:16,65.95,1.486,4.16
MOTOR_C,2026-02-24 16:08:16,64.92,1.406,4.49
COMPRESSOR_D,2026-02-24 16:08:16,66.77,1.857,4.43
PUMP_A,2026-02-24 16:08:18,92.13,4.217,2.7
PUMP_B,2026-02-24 16:08:18,69.51,2.365,3.61
MOTOR_C,2026-02-24 16:08:18,69.29,1.005,4.52
COMPRESSOR_D,2026-02-24 16:08:18,67.73,1.489,4.68
PUMP_A,2026-02-24 16:08:20,84.46,3.236,2.57
PUMP_B,2026-02-24 16:08:20,70.79,1.06,4.5
MOTOR_C,2026-02-24 16:08:20,70.53,1.468,4.58
COMPRESSOR_D,2026-02-24 16:08:20,65.11,1.811,4.61
PUMP_A,2026-02-24 16:08:22,90.16,4.257,2.03
PUMP_B,2026-02-24 16:08:22,68.64,1.826,4.23
MOTOR_C,2026-02-24 16:08:22,69.19,1.642,4.49
COMPRESSOR_D,2026-02-24 16:08:22,72.53,1.824,4.39
PUMP_A,2026-02-24 16:08:24,90.97,4.729,2.37
PUMP_B,2026-02-24 16:08:24,69.86,1.143,3.69
MOTOR_C,2026-02-24 16:08:24,68.4,1.429,4.42
COMPRESSOR_D,2026-02-24 16:08:24,69.56,1.628,4.03
PUMP_A,2026-02-24 16:08:26,84.87,4.353,2.61
PUMP_B,2026-02-24 16:08:26,65.53,2.326,4.06
MOTOR_C,2026-02-24 16:08:26,62.17,1.627,4.64
COMPRESSOR_D,2026-02-24 16:08:26,68.57,1.069,4.79
PUMP_A,2026-02-24 16:08:28,88.24,3.839,2.47
PUMP_B,2026-02-24 16:08:28,69.0,2.227,4.01
MOTOR_C,2026-02-24 16:08:28,63.19,1.976,4.31
COMPRESSOR_D,2026-02-24 16:08:28,64.82,1.154,4.47
PUMP_A,2026-02-24 16:08:30,89.68,3.223,2.88
PUMP_B,2026-02-24 16:08:30,73.1,1.231,4.2
MOTOR_C,2026-02-24 16:08:30,71.84,2.328,4.52
COMPRESSOR_D,2026-02-24 16:08:30,71.64,1.462,3.93
PUMP_A,2026-02-24 16:08:32,85.05,4.565,2.39
PUMP_B,2026-02-24 16:08:32,66.16,1.083,3.66
MOTOR_C,2026-02-24 16:08:32,73.17,2.104,3.67
COMPRESSOR_D,2026-02-24 16:08:32,66.84,1.627,4.65
PUMP_A,2026-02-24 16:08:34,88.36,4.012,2.81
PUMP_B,2026-02-24 16:08:34,66.59,1.991,4.13
MOTOR_C,2026-02-24 16:08:34,70.79,1.773,3.83
COMPRESSOR_D,2026-02-24 16:08:34,68.88,1.916,3.91
PUMP_A,2026-02-24 16:08:36,90.85,3.87,2.37
PUMP_B,2026-02-24 16:08:36,70.15,2.185,4.45
MOTOR_C,2026-02-24 16:08:36,72.69,2.326,4.25
COMPRESSOR_D,2026-02-24 16:08:36,71.15,2.31,3.93
PUMP_A,2026-02-24 16:08:38,92.07,4.679,2.48
PUMP_B,2026-02-24 16:08:38,66.51,1.155,4.1
MOTOR_C,2026-02-24 16:08:38,65.72,1.362,4.41
COMPRESSOR_D,2026-02-24 16:08:38,63.49,1.968,3.62
PUMP_A,2026-02-24 16:08:40,90.07,4.434,2.31
PUMP_B,2026-02-24 16:08:40,73.03,1.881,3.72
MOTOR_C,2026-02-24 16:08:40,72.78,1.913,4.33
COMPRESSOR_D,2026-02-24 16:08:40,65.22,1.993,4.0
PUMP_A,2026-02-24 16:08:42,91.85,4.717,2.87
PUMP_B,2026-02-24 16:08:42,62.43,1.569,4.29
MOTOR_C,2026-02-24 16:08:42,68.7,1.436,3.66
COMPRESSOR_D,2026-02-24 16:08:42,70.81,2.057,4.38
PUMP_A,2026-02-24 16:08:44,93.54,4.701,2.7
PUMP_B,2026-02-24 16:08:44,71.63,1.04,4.75
MOTOR_C,2026-02-24 16:08:44,73.53,1.475,3.84
COMPRESSOR_D,2026-02-24 16:08:44,73.28,2.293,4.17
PUMP_A,2026-02-24 16:08:46,86.33,4.079,2.73
PUMP_B,2026-02-24 16:08:46,69.96,1.124,3.82
MOTOR_C,2026-02-24 16:08:46,66.85,1.816,3.82
COMPRESSOR_D,2026-02-24 16:08:46,66.04,1.164,4.0
PUMP_A,2026-02-24 16:08:48,83.28,3.457,2.6
PUMP_B,2026-02-24 16:08:48,72.43,1.017,3.92
MOTOR_C,2026-02-24 16:08:48,68.7,1.65,4.77
COMPRESSOR_D,2026-02-24 16:08:48,70.32,2.05,3.7
PUMP_A,2026-02-24 16:08:50,87.55,4.449,2.81
PUMP_B,2026-02-24 16:08:50,70.49,1.003,4.11
MOTOR_C,2026-02-24 16:08:50,73.07,1.722,3.73
COMPRESSOR_D,2026-02-24 16:08:50,64.86,1.291,4.09
PUMP_A,2026-02-24 16:08:52,92.58,3.331,2.21
PUMP_B,2026-02-24 16:08:52,73.63,1.913,4.78
MOTOR_C,2026-02-24 16:08:52,69.14,2.158,4.28
COMPRESSOR_D,2026-02-24 16:08:52,62.33,1.942,4.74
PUMP_A,2026-02-24 16:08:54,89.42,3.36,2.3
PUMP_B,2026-02-24 16:08:54,65.8,1.017,3.72
MOTOR_C,2026-02-24 16:08:54,71.97,2.249,4.49
COMPRESSOR_D,2026-02-24 16:08:54,68.93,1.731,4.14
PUMP_A,2026-02-24 16:08:56,87.09,4.286,2.09
PUMP_B,2026-02-24 16:08:56,65.45,2.398,4.36
MOTOR_C,2026-02-24 16:08:56,71.69,2.327,4.49
COMPRESSOR_D,2026-02-24 16:08:56,70.23,1.242,4.22
PUMP_A,2026-02-24 16:08:58,91.04,3.761,2.45
PUMP_B,2026-02-24 16:08:58,66.48,2.248,3.9
MOTOR_C,2026-02-24 16:08:58,69.18,1.206,3.7
COMPRESSOR_D,2026-02-24 16:08:58,73.06,2.111,3.89
PUMP_A,2026-02-24 16:09:00,91.84,4.08,2.83
PUMP_B,2026-02-24 16:09:00,68.57,2.294,4.09
MOTOR_C,2026-02-24 16:09:00,64.87,1.965,4.08
COMPRESSOR_D,2026-02-24 16:09:00,63.93,1.678,4.3
PUMP_A,2026-02-24 16:09:02,88.93,4.367,2.14
PUMP_B,2026-02-24 16:09:02,62.33,1.439,3.9
MOTOR_C,2026-02-24 16:09:02,66.41,1.602,4.15
COMPRESSOR_D,2026-02-24 16:09:02,72.2,1.487,4.07
PUMP_A,2026-02-24 16:09:04,82.12,3.711,2.37
PUMP_B,2026-02-24 16:09:04,63.81,1.361,4.64
MOTOR_C,2026-02-24 16:09:04,70.63,1.495,3.8
COMPRESSOR_D,2026-02-24 16:09:04,64.42,1.974,3.67
PUMP_A,2026-02-24 16:09:06,83.31,3.613,2.7
PUMP_B,2026-02-24 16:09:06,71.92,1.474,4.28
MOTOR_C,2026-02-24 16:09:06,69.69,1.356,3.72
COMPRESSOR_D,2026-02-24 16:09:06,65.14,1.371,3.63
PUMP_A,2026-02-24 16:09:08,87.07,3.259,2.98
PUMP_B,2026-02-24 16:09:08,65.02,1.133,3.76
MOTOR_C,2026-02-24 16:09:08,64.35,2.385,3.87
COMPRESSOR_D,2026-02-24 16:09:08,69.29,2.082,4.8
PUMP_A,2026-02-24 16:09:10,91.2,4.17,2.08
PUMP_B,2026-02-24 16:09:10,67.01,2.073,4.8
MOTOR_C,2026-02-24 16:09:10,69.88,1.184,3.96
COMPRESSOR_D,2026-02-24 16:09:10,65.65,1.531,3.7
PUMP_A,2026-02-24 16:09:12,85.94,4.697,2.81
PUMP_B,2026-02-24 16:09:12,71.12,1.508,4.23
MOTOR_C,2026-02-24 16:09:12,65.46,2.194,3.75
COMPRESSOR_D,2026-02-24 16:09:12,67.77,1.93,4.63
PUMP_A,2026-02-24 16:09:14,92.31,3.338,2.24
PUMP_B,2026-02-24 16:09:14,73.0,2.04,4.67
MOTOR_C,2026-02-24 16:09:14,65.36,1.848,3.79
COMPRESSOR_D,2026-02-24 16:09:14,65.27,1.743,3.64
PUMP_A,2026-02-24 16:09:16,94.45,4.19,2.41
PUMP_B,2026-02-24 16:09:16,62.15,2.083,4.09
MOTOR_C,2026-02-24 16:09:16,72.75,1.764,4.19
COMPRESSOR_D,2026-02-24 16:09:16,65.45,1.252,3.85
PUMP_A,2026-02-24 16:09:18,83.55,4.012,2.57
PUMP_B,2026-02-24 16:09:18,73.68,1.928,4.58
MOTOR_C,2026-02-24 16:09:18,63.68,1.46,4.47
COMPRESSOR_D,2026-02-24 16:09:18,63.2,2.02,3.92
PUMP_A,2026-02-24 16:09:20,88.74,3.708,2.44
PUMP_B,2026-02-24 16:09:20,62.54,2.258,3.77
MOTOR_C,2026-02-24 16:09:20,66.95,1.582,4.11
COMPRESSOR_D,2026-02-24 16:09:20,70.91,1.645,3.66
PUMP_A,2026-02-24 16:09:22,82.16,4.449,2.47
PUMP_B,2026-02-24 16:09:22,66.25,2.191,4.07
MOTOR_C,2026-02-24 16:09:22,72.96,2.056,4.27
COMPRESSOR_D,2026-02-24 16:09:22,71.0,2.271,4.63
PUMP_A,2026-02-24 16:09:24,90.72,4.623,2.81
PUMP_B,2026-02-24 16:09:24,70.16,2.24,4.57
MOTOR_C,2026-02-24 16:09:24,63.06,1.222,4.69
COMPRESSOR_D,2026-02-24 16:09:24,66.2,2.332,4.55
PUMP_A,2026-02-24 16:09:26,83.26,4.459,2.42
PUMP_B,2026-02-24 16:09:26,69.46,2.088,4.52
MOTOR_C,2026-02-24 16:09:26,73.81,2.21,4.57
COMPRESSOR_D,2026-02-24 16:09:26,73.22,2.304,4.06
PUMP_A,2026-02-24 16:09:28,91.26,4.526,2.64
PUMP_B,2026-02-24 16:09:28,65.77,1.305,4.58
MOTOR_C,2026-02-24 16:09:28,64.0,1.101,4.21
COMPRESSOR_D,2026-02-24 16:09:28,63.15,2.203,4.68
PUMP_A,2026-02-24 16:09:30,89.46,3.406,2.54
PUMP_B,2026-02-24 16:09:30,63.14,2.213,3.61
MOTOR_C,2026-02-24 16:09:30,62.66,1.288,4.53
COMPRESSOR_D,2026-02-24 16:09:30,71.59,1.316,4.62
PUMP_A,2026-02-24 16:09:32,94.01,3.902,2.6
PUMP_B,2026-02-24 16:09:32,69.93,1.134,4.77
MOTOR_C,2026-02-24 16:09:32,67.4,1.793,4.74
COMPRESSOR_D,2026-02-24 16:09:32,63.01,1.173,3.79
PUMP_A,2026-02-24 16:09:34,94.88,4.004,2.04
PUMP_B,2026-02-24 16:09:34,71.48,1.73,3.73
MOTOR_C,2026-02-24 16:09:34,69.08,1.474,4.09
COMPRESSOR_D,2026-02-24 16:09:34,72.18,1.615,3.88
PUMP_A,2026-02-24 16:09:36,88.91,3.685,2.92
PUMP_B,2026-02-24 16:09:36,69.66,1.955,4.58
MOTOR_C,2026-02-24 16:09:36,65.88,2.176,3.86
COMPRESSOR_D,2026-02-24 16:09:36,66.23,1.88,4.02
PUMP_A,2026-02-24 16:09:38,86.13,3.872,2.36
PUMP_B,2026-02-24 16:09:38,69.91,1.064,4.76
MOTOR_C,2026-02-24 16:09:38,68.21,2.201,4.58
COMPRESSOR_D,2026-02-24 16:09:38,73.53,1.812,4.39
PUMP_A,2026-02-24 16:09:40,91.96,4.257,2.73
PUMP_B,2026-02-24 16:09:40,62.04,1.305,4.13
MOTOR_C,2026-02-24 16:09:40,66.2,1.247,4.3
COMPRESSOR_D,2026-02-24 16:09:40,70.05,1.367,4.7
PUMP_A,2026-02-24 16:09:42,91.26,3.673,2.93
PUMP_B,2026-02-24 16:09:42,67.09,1.791,3.92
MOTOR_C,2026-02-24 16:09:42,70.9,1.952,3.74
